sentence,frame,polarity,verb,veridicalitynorm
A particular person lied to have a particular thing.,NP V to VP,positive,lie,0.16798094
Someone didn\'t clarify that a particular thing happened,NP V that S,negative,clarify,0.16797526
Someone clarified that a particular thing happened,NP V that S,positive,clarify,0.16797526
A particular person insisted to do a particular thing.,NP V to VP,positive,insist,0.16497883
A particular person didn\'t insist to do a particular thing.,NP V to VP,negative,insist,0.16497883
Someone implored a particular person to do a particular thing.,NP V NP to VP,positive,implore,0.16443057
Someone didn\'t implore a particular person to do a particular thing.,NP V NP to VP,negative,implore,0.16443057
A particular person didn\'t scheme to have a particular thing.,NP V to VP,negative,scheme,0.16366063
A particular person schemed to have a particular thing.,NP V to VP,positive,scheme,0.16366063
Someone pinpointed a particular person to have a particular thing.,NP V NP to VP,positive,pinpoint,0.15984948
Someone didn\'t pinpoint a particular person to have a particular thing.,NP V NP to VP,negative,pinpoint,0.15984948
A particular person wasn\'t assured to have a particular thing.,NP was Ved to VP,negative,assure,0.15881331
A particular person was assured to have a particular thing.,NP was Ved to VP,positive,assure,0.15881331
A particular person wasn\'t discovered to have a particular thing.,NP was Ved to VP,negative,discover,0.15416862
A particular person was discovered to have a particular thing.,NP was Ved to VP,positive,discover,0.15416862
Someone didn\'t bargain for a particular thing to happen.,NP V for NP to VP,negative,bargain,0.15174566
Someone bargained for a particular thing to happen.,NP V for NP to VP,positive,bargain,0.15174566
Someone witnessed that a particular thing happened,NP V that S,positive,witness,0.1505966
Someone didn\'t witness that a particular thing happened,NP V that S,negative,witness,0.1505966
Someone anticipated a particular person to have a particular thing.,NP V NP to VP,positive,anticipate,0.14824924
Someone didn\'t anticipate a particular person to have a particular thing.,NP V NP to VP,negative,anticipate,0.14824924
Someone didn\'t sigh that a particular thing happened,NP V that S,negative,sigh,0.14814614
Someone sighed that a particular thing happened,NP V that S,positive,sigh,0.14814614
A particular person wasn\'t willed to do a particular thing.,NP was Ved to VP,negative,will,0.14775495
A particular person was willed to do a particular thing.,NP was Ved to VP,positive,will,0.14775495
A particular person wasn\'t taught to do a particular thing.,NP was Ved to VP,negative,teach,0.14457995
A particular person was taught to do a particular thing.,NP was Ved to VP,positive,teach,0.14457995
Someone didn\'t excuse a particular person to do a particular thing.,NP V NP to VP,negative,excuse,0.14209116
Someone excused a particular person to do a particular thing.,NP V NP to VP,positive,excuse,0.14209116
A particular person was characterized to have a particular thing.,NP was Ved to VP,positive,characterize,0.14176735
A particular person wasn\'t characterized to have a particular thing.,NP was Ved to VP,negative,characterize,0.14176735
A particular person was pressured to do a particular thing.,NP was Ved to VP,positive,pressure,0.14141816
A particular person wasn\'t pressured to do a particular thing.,NP was Ved to VP,negative,pressure,0.14141816
Someone got a particular person to do a particular thing.,NP V NP to VP,positive,get,0.1414062
Someone didn\'t get a particular person to do a particular thing.,NP V NP to VP,negative,get,0.1414062
Someone manipulated for a particular thing to happen.,NP V for NP to VP,positive,manipulate,0.1393933
Someone didn\'t manipulate for a particular thing to happen.,NP V for NP to VP,negative,manipulate,0.1393933
Someone was reaffirmed that a particular thing happened,NP was Ved that S,positive,reaffirm,0.13933921
Someone wasn\'t reaffirmed that a particular thing happened,NP was Ved that S,negative,reaffirm,0.13933921
Someone approved for a particular thing to happen.,NP V for NP to VP,positive,approve,0.13890035
Someone didn\'t approve for a particular thing to happen.,NP V for NP to VP,negative,approve,0.13890035
Someone didn\'t mandate a particular person to do a particular thing.,NP V NP to VP,negative,mandate,0.13571715
Someone mandated a particular person to do a particular thing.,NP V NP to VP,positive,mandate,0.13571715
A particular person was chosen to have a particular thing.,NP was Ved to VP,positive,choose,0.13446695
A particular person wasn\'t chosen to have a particular thing.,NP was Ved to VP,negative,choose,0.13446695
A particular person asked to have a particular thing.,NP V to VP,positive,ask,0.13430813
A particular person didn\'t ask to have a particular thing.,NP V to VP,negative,ask,0.13430813
A particular person wasn\'t appointed to have a particular thing.,NP was Ved to VP,negative,appoint,0.1301561
A particular person was appointed to have a particular thing.,NP was Ved to VP,positive,appoint,0.1301561
A particular person was made to do a particular thing.,NP was Ved to VP,positive,make,0.13004977
A particular person wasn\'t made to do a particular thing.,NP was Ved to VP,negative,make,0.13004977
A particular person deserved to have a particular thing.,NP V to VP,positive,deserve,0.13004261
A particular person didn\'t deserve to have a particular thing.,NP V to VP,negative,deserve,0.13004261
A particular person consented to do a particular thing.,NP V to VP,positive,consent,0.12792154
A particular person didn\'t consent to do a particular thing.,NP V to VP,negative,consent,0.12792154
A particular person didn\'t instruct to do a particular thing.,NP V to VP,negative,instruct,0.12646508
A particular person instructed to do a particular thing.,NP V to VP,positive,instruct,0.12646508
A particular person was ridiculed to do a particular thing.,NP was Ved to VP,positive,ridicule,0.12305002
A particular person wasn\'t ridiculed to do a particular thing.,NP was Ved to VP,negative,ridicule,0.12305002
Someone didn\'t remark that a particular thing happened,NP V that S,negative,remark,0.121923216
Someone remarked that a particular thing happened,NP V that S,positive,remark,0.121923216
Someone shut up for a particular thing to happen.,NP V for NP to VP,positive,shut_up,0.11953021
Someone didn\'t shut up for a particular thing to happen.,NP V for NP to VP,negative,shut_up,0.11953021
A particular person wasn\'t raised to do a particular thing.,NP was Ved to VP,negative,raise,0.11885758
A particular person was raised to do a particular thing.,NP was Ved to VP,positive,raise,0.11885758
Someone instructed a particular person to do a particular thing.,NP V NP to VP,positive,instruct,0.117506534
Someone didn\'t instruct a particular person to do a particular thing.,NP V NP to VP,negative,instruct,0.117506534
A particular person didn\'t seem to do a particular thing.,NP V to VP,negative,seem,0.1144049
A particular person seemed to do a particular thing.,NP V to VP,positive,seem,0.1144049
Someone didn\'t gab that a particular thing happened,NP V that S,negative,gab,0.11219199
Someone gabbed that a particular thing happened,NP V that S,positive,gab,0.11219199
A particular person was sent to do a particular thing.,NP was Ved to VP,positive,send,0.10828503
A particular person wasn\'t sent to do a particular thing.,NP was Ved to VP,negative,send,0.10828503
Someone authorized a particular person to have a particular thing.,NP V NP to VP,positive,authorize,0.10640981
Someone didn\'t authorize a particular person to have a particular thing.,NP V NP to VP,negative,authorize,0.10640981
A particular person was drawn to do a particular thing.,NP was Ved to VP,positive,draw,0.10609398
A particular person wasn\'t drawn to do a particular thing.,NP was Ved to VP,negative,draw,0.10609398
A particular person was overheard to have a particular thing.,NP was Ved to VP,positive,overhear,0.10342653
A particular person wasn\'t overheard to have a particular thing.,NP was Ved to VP,negative,overhear,0.10342653
Someone teased a particular person to have a particular thing.,NP V NP to VP,positive,tease,0.10244331
Someone didn\'t tease a particular person to have a particular thing.,NP V NP to VP,negative,tease,0.10244331
A particular person was urged to have a particular thing.,NP was Ved to VP,positive,urge,0.10122906
A particular person wasn\'t urged to have a particular thing.,NP was Ved to VP,negative,urge,0.10122906
Someone didn\'t corroborate that a particular thing happened,NP V that S,negative,corroborate,0.10109732
Someone corroborated that a particular thing happened,NP V that S,positive,corroborate,0.10109732
Someone didn\'t write that a particular thing happened,NP V that S,negative,write,0.10105124
Someone wrote that a particular thing happened,NP V that S,positive,write,0.10105124
Someone didn\'t torture a particular person to do a particular thing.,NP V NP to VP,negative,torture,0.099594645
